"Survey_number","Date","date_ymd","survey_send","survey_begin","survey_end","ranking_time_people","support_felt","run_description","community_inclusion","how_energising","slowed_spedup_natural","enjoyment","fatigued","pain_of_fatigue","exertion","just_before","came_with","time","totalruns","gender","age","Athlete_ID"
1,"30/01/2016","2016-01-30","9:45:00","2016-01-30 09:59:45","2016-01-30 10:05:32",2,6,2,7,5,3,2,6,1,10,1,1,40.41,28,"W",7,"DGK0SRD"
2,"30/01/2016","2016-01-30","9:45:00","2016-01-30 10:25:44","2016-01-30 10:27:53",2,5,1,5,5,4,5,5,2,8,1,2,26.66,32,"M",8,"L5HBYDL"
3,"30/01/2016","2016-01-30","9:45:00","2016-01-30 10:30:49","2016-01-30 10:34:54",2,7,1,7,5,4,6,2,NA,8,2,3,24.28,98,"M",2,"3A7AJQ8"
4,"30/01/2016","2016-01-30","9:45:00","2016-01-30 10:56:10","2016-01-30 11:01:05",2,6,1,6,5,4,6,5,5,9,1,1,23.48,15,"M",3,"BRDGXZA"
5,"30/01/2016","2016-01-30","9:45:00","2016-01-30 11:33:04","2016-01-30 11:37:19",3,5,3,7,6,4,6,6,4,10,2,1,22.18,86,"M",9,"JIB4CP3"
6,"30/01/2016","2016-01-30","9:45:00","2016-01-30 11:58:04","2016-01-30 12:01:08",3,5,3,4,5,2,6,6,6,14,2,3,32.33,2,"W",4,"1MX6ZBW"
7,"30/01/2016","2016-01-30","9:45:00","2016-01-30 12:14:06","2016-01-30 12:17:34",3,5,1,5,6,4,5,6,6,14,1,4,20.31,38,"M",8,"4GAMTFR"
8,"30/01/2016","2016-01-30","9:45:00","2016-01-30 13:02:32","2016-01-30 13:05:23",3,7,2,7,7,3,7,4,NA,9,2,2,33.66,140,"W",11,"V4Y6VCO"
9,"30/01/2016","2016-01-30","9:45:00","2016-01-30 13:24:33","2016-01-30 13:28:03",3,5,1,4,4,4,6,2,NA,6,2,1,22.05,231,"M",6,"75FJWI3"
10,"30/01/2016","2016-01-30","9:45:00","2016-01-30 14:21:27","2016-01-30 14:25:58",2,7,1,6,7,4,7,4,NA,10,2,2,26.53,45,"W",9,"LMY75FN"
11,"30/01/2016","2016-01-30","9:45:00","2016-01-30 16:48:55","2016-01-30 16:53:17",3,5,2,6,6,4,6,6,4,12,1,1,21.55,87,"M",11,"58NAII0"
12,"30/01/2016","2016-01-30","9:45:00","2016-01-30 19:27:12","2016-01-30 19:30:42",3,5,1,6,7,4,4,5,1,9,2,3,28.65,147,"W",9,"9G5J3BV"
13,"30/01/2016","2016-01-30","9:45:00","2016-01-30 20:33:51","2016-01-30 20:38:03",2,5,1,6,6,4,4,6,6,10,2,2,28.61,62,"M",8,"86ZOE78"
14,"30/01/2016","2016-01-30","9:45:00","2016-01-31 11:17:39","2016-01-31 11:20:48",3,5,3,1,1,1,6,2,NA,2,1,3,32.33,2,"M",5,"B84FA2V"
15,"30/01/2016","2016-01-30","9:45:00","2016-01-31 12:17:25","2016-01-31 12:20:00",2,6,1,5,5,4,6,3,NA,8,3,1,29.43,94,"M",10,"P30MM7M"
16,"30/01/2016","2016-01-30","9:45:00","2016-02-01 13:11:59","2016-02-01 13:17:37",2,4,1,5,5,4,5,5,4,12,1,1,20.7,1,"M",3,"ECXTI6M"
17,"30/01/2016","2016-01-30","9:45:00","2016-02-02 19:08:00","2016-02-02 19:14:06",3,7,1,7,7,4,6,4,NA,10,1,1,24.1,117,"W",3,"1W9E30E"
18,"30/01/2016","2016-01-30","9:45:00","2016-02-02 22:31:43","2016-02-02 22:36:53",2,7,3,7,7,2,5,4,NA,12,2,3,27.21,71,"W",9,"IA1X4QH"
19,"2/6/16","2016-02-06","9:45:00","2016-02-06 09:59:05","2016-02-06 10:01:34",2,5,1,5,7,4,4,5,5,9,2,2,25.83,32,"M",8,"L5HBYDL"
20,"2/6/16","2016-02-06","9:45:00","2016-02-06 09:50:37","2016-02-06 10:02:29",3,5,2,4,7,3,7,7,3,8,3,2,19.75,181,"M",6,"0L6L7OT"
21,"2/6/16","2016-02-06","9:45:00","2016-02-06 10:09:22","2016-02-06 10:12:55",2,7,1,7,7,4,5,5,2,11,2,2,27.5,71,"W",9,"IA1X4QH"
22,"2/6/16","2016-02-06","9:45:00","2016-02-06 10:12:48","2016-02-06 10:16:01",3,7,4,7,7,4,4,6,6,13,2,4,33.11,135,"W",6,"YCJW583"
23,"2/6/16","2016-02-06","9:45:00","2016-02-06 10:44:37","2016-02-06 10:47:33",3,7,1,6,6,4,4,5,2,8,2,2,28.45,147,"W",9,"9G5J3BV"
24,"2/6/16","2016-02-06","9:45:00","2016-02-06 10:59:44","2016-02-06 11:04:39",2,6,2,5,5,4,7,5,2,12,2,2,22.53,118,"M",6,"87J50HU"
25,"2/6/16","2016-02-06","9:45:00","2016-02-06 11:20:20","2016-02-06 11:23:07",3,7,1,7,7,4,7,3,NA,8,2,2,33.3,140,"W",11,"V4Y6VCO"
26,"2/6/16","2016-02-06","9:45:00","2016-02-06 10:16:49","2016-02-06 12:14:01",3,5,3,5,5,1,7,5,3,8,2,2,29.01,88,"M",7,"OV91IBF"
27,"2/6/16","2016-02-06","9:45:00","2016-02-06 12:22:15","2016-02-06 12:28:58",2,5,1,5,5,4,4,5,2,9,2,3,19.6,231,"M",6,"75FJWI3"
28,"2/6/16","2016-02-06","9:45:00","2016-02-06 12:57:08","2016-02-06 13:01:04",3,7,1,5,6,4,6,5,4,9,2,1,38.01,33,"W",10,"HJHYBWK"
29,"2/6/16","2016-02-06","9:45:00","2016-02-06 13:00:08","2016-02-06 13:02:17",3,7,2,7,6,1,7,1,NA,2,2,4,43.78,103,"W",7,"06249ZB"
30,"2/6/16","2016-02-06","9:45:00","2016-02-06 14:09:16","2016-02-06 14:14:05",3,4,1,3,7,4,5,7,6,12,1,1,27.31,62,"M",9,"8JA1MZE"
31,"2/6/16","2016-02-06","9:45:00","2016-02-06 15:23:20","2016-02-06 15:26:02",3,7,1,7,7,4,5,4,NA,10,2,4,27.56,85,"W",9,"QMXQO5M"
32,"2/6/16","2016-02-06","9:45:00","2016-02-06 16:28:35","2016-02-06 16:34:43",2,7,3,6,5,4,5,5,3,9,2,3,20.36,30,"M",5,"1GOC6JU"
33,"2/6/16","2016-02-06","9:45:00","2016-02-06 16:34:06","2016-02-06 16:37:12",1,5,1,4,6,4,4,5,4,7,1,1,25.38,111,"M",10,"CCY9CBO"
34,"2/6/16","2016-02-06","9:45:00","2016-02-06 17:10:19","2016-02-06 17:15:30",3,7,4,7,7,4,7,4,NA,9,2,2,34.38,56,"W",13,"VJB2GAS"
35,"2/6/16","2016-02-06","9:45:00","2016-02-06 17:26:20","2016-02-06 17:31:49",2,7,3,7,7,2,7,6,4,10,2,3,33.55,35,"W",8,"GGC9JED"
36,"2/6/16","2016-02-06","9:45:00","2016-02-06 23:06:48","2016-02-06 23:09:32",3,5,1,7,6,4,6,4,NA,9,2,4,29.15,123,"M",9,"1F6QBEL"
37,"2/6/16","2016-02-06","9:45:00","2016-02-07 08:41:07","2016-02-07 08:44:34",3,5,1,6,6,4,5,3,NA,7,3,3,35.38,136,"W",9,"572PXPF"
38,"2/6/16","2016-02-06","9:45:00","2016-02-07 10:05:09","2016-02-07 10:08:13",3,4,1,6,5,2,6,3,NA,7,2,3,23.03,112,"M",5,"3LKSEZ9"
39,"2/6/16","2016-02-06","9:45:00","2016-02-07 15:14:00","2016-02-07 15:17:44",3,7,1,7,7,4,6,6,3,9,1,1,22.5,117,"W",3,"1W9E30E"
40,"2/6/16","2016-02-06","9:45:00","2016-02-07 17:13:03","2016-02-07 17:15:19",3,6,2,6,5,4,5,6,6,12,2,2,20.75,38,"M",8,"4GAMTFR"
41,"2/6/16","2016-02-06","9:45:00","2016-02-07 17:14:17","2016-02-07 17:17:12",3,5,1,4,5,4,4,6,5,10,2,4,26.41,190,"W",9,"EOC1W8E"
42,"2/6/16","2016-02-06","9:45:00","2016-02-07 18:17:43","2016-02-07 18:19:21",2,5,1,5,4,4,5,4,NA,7,3,2,29.83,94,"M",10,"P30MM7M"
43,"2/6/16","2016-02-06","9:45:00","2016-02-07 18:35:01","2016-02-07 18:45:28",2,6,1,5,5,4,5,5,3,11,2,2,28.58,35,"W",6,"MU484MT"
44,"13/02/2016","2016-02-13","9:45:00","2016-02-13 09:47:58","2016-02-13 09:49:17",2,5,1,5,5,4,5,3,NA,8,2,2,25.9,32,"M",8,"L5HBYDL"
45,"13/02/2016","2016-02-13","9:45:00","2016-02-13 09:48:11","2016-02-13 09:56:30",3,5,4,6,4,3,6,6,3,10,2,4,18.5,181,"M",6,"0L6L7OT"
46,"13/02/2016","2016-02-13","9:45:00","2016-02-13 10:18:36","2016-02-13 10:21:24",3,7,1,7,6,4,5,6,4,11,2,4,27.68,135,"W",6,"YCJW583"
47,"13/02/2016","2016-02-13","9:45:00","2016-02-13 10:49:13","2016-02-13 10:52:10",3,7,3,7,7,1,7,5,4,8,2,3,32.9,35,"W",8,"GGC9JED"
48,"13/02/2016","2016-02-13","9:45:00","2016-02-13 12:54:10","2016-02-13 12:56:17",3,5,1,5,5,4,4,2,NA,7,1,2,21.33,231,"M",6,"75FJWI3"
49,"13/02/2016","2016-02-13","9:45:00","2016-02-13 12:54:21","2016-02-13 12:56:24",3,7,2,7,7,3,7,3,NA,8,2,3,33.06,140,"W",11,"V4Y6VCO"
50,"13/02/2016","2016-02-13","9:45:00","2016-02-13 13:34:25","2016-02-13 13:40:43",2,5,2,6,6,4,6,2,NA,6,1,2,29,94,"M",10,"P30MM7M"
51,"13/02/2016","2016-02-13","9:45:00","2016-02-13 15:54:05","2016-02-13 15:57:10",3,6,1,6,6,4,4,5,2,8,2,4,27.86,147,"W",9,"9G5J3BV"
52,"13/02/2016","2016-02-13","9:45:00","2016-02-13 16:34:36","2016-02-13 16:37:41",2,4,3,6,5,2,6,6,5,13,3,3,23.58,113,"M",10,"CCY9CBO"
53,"13/02/2016","2016-02-13","9:45:00","2016-02-13 17:00:46","2016-02-13 17:05:09",3,7,4,7,7,4,4,7,5,10,2,4,35.46,28,"W",8,"6EO0595"
54,"13/02/2016","2016-02-13","9:45:00","2016-02-13 21:35:09","2016-02-13 21:37:02",3,4,1,5,4,4,4,6,5,8,2,3,24.7,39,"M",7,"9IUW87S"
55,"13/02/2016","2016-02-13","9:45:00","2016-02-13 21:38:11","2016-02-13 21:41:38",3,4,1,4,5,4,5,6,1,10,2,2,32.86,16,"W",9,"CNTMOVT"
56,"13/02/2016","2016-02-13","9:45:00","2016-02-13 21:58:52","2016-02-13 22:02:38",3,6,1,6,5,4,4,4,NA,8,2,2,28.48,51,"M",9,"R9P2TIW"
57,"13/02/2016","2016-02-13","9:45:00","2016-02-13 22:03:13","2016-02-13 22:06:39",3,5,1,5,5,4,4,5,5,12,3,2,26.25,190,"W",9,"EOC1W8E"
58,"13/02/2016","2016-02-13","9:45:00","2016-02-14 01:43:09","2016-02-14 01:46:33",1,6,1,6,6,4,6,4,NA,9,1,2,17.88,87,"M",4,"SN7HA47"
59,"13/02/2016","2016-02-13","9:45:00","2016-02-14 07:24:03","2016-02-14 07:28:36",2,4,1,5,6,4,6,4,NA,12,1,1,29.76,71,"M",9,"MP52ML7"
60,"13/02/2016","2016-02-13","9:45:00","2016-02-14 08:47:59","2016-02-14 08:51:35",3,7,4,7,7,1,6,2,NA,6,2,4,35.11,307,"M",11,"IDYTNOY"
61,"13/02/2016","2016-02-13","9:45:00","2016-02-14 09:08:37","2016-02-14 09:13:21",3,5,3,4,6,4,5,3,NA,8,2,3,25.88,67,"W",4,"C9JWTD0"
62,"13/02/2016","2016-02-13","9:45:00","2016-02-14 12:46:58","2016-02-14 12:49:51",3,7,4,7,5,3,7,5,2,10,2,4,20.56,113,"M",5,"UW3QB7M"
63,"13/02/2016","2016-02-13","9:45:00","2016-02-14 15:08:10","2016-02-14 15:09:49",3,4,1,6,7,4,7,3,NA,8,2,2,27.7,87,"W",9,"QMXQO5M"
64,"13/02/2016","2016-02-13","9:45:00","2016-02-14 14:27:47","2016-02-14 16:43:24",3,3,1,4,3,4,4,6,5,9,1,1,35.3,150,"M",13,"A56W1BS"
65,"13/02/2016","2016-02-13","9:45:00","2016-02-15 06:56:35","2016-02-15 06:59:53",3,5,3,4,4,4,5,5,3,10,1,3,21.13,14,"M",9,"QF2K1HT"
66,"13/02/2016","2016-02-13","9:45:00","2016-02-15 12:45:42","2016-02-15 12:48:03",2,7,3,7,7,4,7,6,4,12,2,3,25.13,90,"M",7,"4KFP4PF"
67,"13/02/2016","2016-02-13","9:45:00","2016-02-16 21:20:38","2016-02-16 21:25:24",3,6,2,7,5,3,5,5,3,11,2,2,31.83,95,"W",10,"02MQQ7E"
68,"13/02/2016","2016-02-13","9:45:00","2016-02-19 09:27:38","2016-02-19 09:32:02",3,4,3,5,5,4,5,4,NA,8,2,3,28.38,93,"W",10,"I0EXSXN"
69,"20/02/2016","2016-02-20","9:45:00","2016-02-20 12:47:02","2016-02-20 12:49:14",3,6,1,5,6,4,7,5,3,10,2,3,20.86,113,"M",5,"UW3QB7M"
70,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:06:36","2016-02-20 13:08:20",3,5,1,5,5,4,4,4,NA,10,2,4,33.55,135,"W",6,"YCJW583"
71,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:12:37","2016-02-20 13:17:16",3,6,1,7,6,4,4,6,3,10,1,2,30.1,307,"M",11,"IDYTNOY"
72,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:15:16","2016-02-20 13:17:46",2,4,1,4,3,4,4,4,NA,10,1,1,28.16,93,"W",10,"I0EXSXN"
73,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:23:55","2016-02-20 13:25:27",2,4,3,5,5,4,5,7,5,12,2,3,25.75,90,"M",7,"4KFP4PF"
74,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:29:18","2016-02-20 13:33:57",2,5,2,4,4,4,5,4,NA,9,2,2,35.4,136,"W",9,"572PXPF"
75,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:30:00","2016-02-20 13:34:16",3,7,1,6,5,4,5,2,NA,2,1,3,23,62,"M",4,"Z9QFC7R"
76,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:38:09","2016-02-20 13:40:59",3,7,3,7,7,3,7,5,3,8,1,3,33.36,35,"W",8,"GGC9JED"
77,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:37:57","2016-02-20 13:41:38",3,6,1,7,5,4,5,4,NA,7,2,4,26.3,36,"W",8,"06S11VE"
78,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:38:03","2016-02-20 13:43:20",3,7,2,7,7,3,7,5,3,10,2,2,38.46,33,"W",10,"HJHYBWK"
79,"20/02/2016","2016-02-20","9:45:00","2016-02-20 13:43:17","2016-02-20 13:45:56",3,4,1,5,5,4,5,3,NA,8,1,2,23.46,112,"M",5,"3LKSEZ9"
80,"20/02/2016","2016-02-20","9:45:00","2016-02-20 14:05:28","2016-02-20 14:13:34",2,7,1,7,7,4,5,5,3,12,1,2,26.6,6,"M",7,"KSPEKLX"
81,"20/02/2016","2016-02-20","9:45:00","2016-02-20 14:23:40","2016-02-20 14:25:11",1,6,1,6,6,4,6,5,4,11,1,2,28.18,94,"M",10,"P30MM7M"
82,"20/02/2016","2016-02-20","9:45:00","2016-02-20 14:32:47","2016-02-20 14:35:19",3,6,1,7,5,1,6,5,6,12,2,3,45.93,39,"W",6,"8YV0RBQ"
83,"20/02/2016","2016-02-20","9:45:00","2016-02-20 14:58:34","2016-02-20 15:00:42",2,7,4,7,7,4,7,5,4,10,1,4,29.63,163,"M",11,"FRMQFMD"
84,"20/02/2016","2016-02-20","9:45:00","2016-02-20 15:39:17","2016-02-20 15:42:21",3,6,1,5,6,4,7,6,4,14,3,1,27.95,81,"M",9,"YIUDRH5"
85,"20/02/2016","2016-02-20","9:45:00","2016-02-20 16:46:42","2016-02-20 16:48:32",3,7,1,6,6,4,7,3,NA,9,1,3,24.71,13,"M",6,"42Q1Y1F"
86,"20/02/2016","2016-02-20","9:45:00","2016-02-20 16:53:51","2016-02-20 17:00:10",3,5,1,6,5,4,4,4,NA,9,1,2,36.05,150,"M",13,"A56W1BS"
87,"20/02/2016","2016-02-20","9:45:00","2016-02-20 17:19:56","2016-02-20 17:27:08",3,5,1,5,5,4,4,5,5,8,1,3,30.08,71,"M",9,"MP52ML7"
88,"20/02/2016","2016-02-20","9:45:00","2016-02-20 18:18:36","2016-02-20 18:19:59",3,7,1,7,7,4,7,2,NA,6,2,4,19.15,181,"M",6,"0L6L7OT"
89,"20/02/2016","2016-02-20","9:45:00","2016-02-20 19:11:09","2016-02-20 19:15:06",3,7,1,7,5,4,4,6,4,9,2,3,30.45,43,"W",5,"CZJSUBT"
90,"20/02/2016","2016-02-20","9:45:00","2016-02-20 19:45:22","2016-02-20 19:51:14",3,6,3,5,5,1,5,3,NA,6,2,3,24.06,60,"M",5,"U67OLN8"
91,"20/02/2016","2016-02-20","9:45:00","2016-02-20 20:45:05","2016-02-20 20:50:50",1,3,3,5,5,4,5,3,NA,11,2,4,18.61,98,"M",6,"9DTLG8T"
92,"20/02/2016","2016-02-20","9:45:00","2016-02-20 21:29:16","2016-02-20 21:31:14",3,7,1,7,7,4,7,3,NA,7,2,3,34.8,140,"W",11,"V4Y6VCO"
93,"20/02/2016","2016-02-20","9:45:00","2016-02-21 07:51:54","2016-02-21 07:56:30",3,5,3,6,5,4,6,6,2,12,2,4,26.1,30,"M",8,"FSC68BR"
94,"20/02/2016","2016-02-20","9:45:00","2016-02-21 08:16:42","2016-02-21 08:22:52",2,4,1,4,4,4,3,6,6,13,1,2,23.8,113,"M",10,"CCY9CBO"
95,"20/02/2016","2016-02-20","9:45:00","2016-02-21 13:55:42","2016-02-21 13:57:30",3,7,1,7,7,4,7,6,4,12,2,4,27.56,85,"W",9,"QMXQO5M"
96,"20/02/2016","2016-02-20","9:45:00","2016-02-21 15:22:06","2016-02-21 15:26:44",3,6,1,4,6,4,6,3,NA,8,3,3,29.75,42,"W",7,"0PMIH5F"
97,"20/02/2016","2016-02-20","9:45:00","2016-02-21 15:57:11","2016-02-21 15:59:42",3,5,1,5,5,4,4,6,4,10,1,1,25.31,110,"M",8,"UN7P5LY"
98,"20/02/2016","2016-02-20","9:45:00","2016-02-21 16:26:13","2016-02-21 16:29:59",2,5,1,6,5,4,5,5,3,9,3,2,25.66,28,"M",8,"EVYTA0Y"
99,"20/02/2016","2016-02-20","9:45:00","2016-02-21 18:57:22","2016-02-21 18:59:15",3,5,1,5,6,4,5,5,3,10,2,4,27.31,147,"W",9,"9G5J3BV"
100,"20/02/2016","2016-02-20","9:45:00","2016-02-21 20:02:12","2016-02-21 20:04:08",3,6,1,5,6,4,6,4,NA,10,2,2,21.5,104,"M",7,"GRK1W39"
101,"20/02/2016","2016-02-20","9:45:00","2016-02-21 21:12:10","2016-02-21 21:16:19",2,6,3,5,6,4,6,3,NA,10,2,4,25.91,23,"W",5,"G50Y5WK"
102,"20/02/2016","2016-02-20","9:45:00","2016-02-21 22:32:52","2016-02-21 22:35:40",3,5,1,4,5,4,5,4,NA,9,2,3,25.88,67,"W",4,"C9JWTD0"
103,"20/02/2016","2016-02-20","9:45:00","2016-02-22 11:08:03","2016-02-22 11:10:45",3,6,1,6,5,1,6,4,NA,8,2,3,30.35,22,"W",8,"JH3IYC2"
104,"20/02/2016","2016-02-20","9:45:00","2016-02-22 11:57:19","2016-02-22 12:01:33",3,6,1,7,6,4,6,6,4,12,1,4,23.01,61,"M",4,"O65CWE8"
105,"20/02/2016","2016-02-20","9:45:00","2016-02-22 10:39:41","2016-02-22 13:36:11",2,4,1,4,5,4,5,5,5,10,1,1,26.48,62,"M",8,"86ZOE78"
106,"20/02/2016","2016-02-20","9:45:00","2016-02-23 09:33:30","2016-02-23 09:35:31",1,7,1,7,6,4,6,5,3,12,1,1,17.41,87,"M",4,"SN7HA47"
107,"20/02/2016","2016-02-20","9:45:00","2016-02-23 10:06:35","2016-02-23 10:08:44",2,5,1,4,5,4,4,5,3,8,1,1,29.53,28,"W",4,"1WYSHFQ"
108,"20/02/2016","2016-02-20","9:45:00","2016-02-24 11:21:23","2016-02-24 11:24:27",2,4,1,4,6,4,5,4,NA,11,3,2,18.55,24,"M",5,"BXW22ZB"
109,"20/02/2016","2016-02-20","9:45:00","2016-02-25 12:49:16","2016-02-25 12:51:09",3,5,1,7,6,4,6,5,3,9,2,4,29.8,123,"M",9,"1F6QBEL"
110,"20/02/2016","2016-02-20","9:45:00","2016-02-26 17:58:17","2016-02-26 18:00:26",3,5,3,4,2,3,2,6,6,9,2,3,21.01,231,"M",6,"75FJWI3"
111,"27/02/2016","2016-02-27","9:45:00","2016-02-27 09:52:39","2016-02-27 09:54:29",2,5,1,5,5,4,6,5,5,11,1,2,27.68,94,"M",10,"P30MM7M"
112,"27/02/2016","2016-02-27","9:45:00","2016-02-27 09:57:07","2016-02-27 10:02:13",3,4,2,6,5,4,4,6,5,8,1,3,29.35,53,"W",10,"U9JJJC3"
113,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:01:49","2016-02-27 10:03:57",3,7,2,7,7,3,6,5,4,12,2,2,30.71,29,"W",7,"JTO23Q4"
114,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:01:21","2016-02-27 10:05:24",3,7,1,6,6,4,6,4,NA,9,1,2,23.98,69,"M",7,"YAJTARS"
115,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:09:50","2016-02-27 10:13:27",2,5,3,6,5,4,5,4,NA,8,2,4,28.56,115,"W",8,"X6HKUK9"
116,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:11:55","2016-02-27 10:13:34",3,6,1,6,6,4,6,5,4,10,2,4,28.41,135,"W",6,"YCJW583"
117,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:12:30","2016-02-27 10:14:50",3,5,3,5,2,2,6,4,NA,12,2,3,24.38,2,"W",3,"F95XNK4"
118,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:12:12","2016-02-27 10:21:58",3,7,2,7,7,3,7,5,4,8,2,2,35.55,33,"W",10,"HJHYBWK"
119,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:15:15","2016-02-27 10:23:33",3,6,1,6,6,4,7,5,3,10,2,4,19.93,113,"M",5,"UW3QB7M"
120,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:17:53","2016-02-27 10:42:08",3,5,1,5,7,4,5,6,5,12,1,2,27.35,62,"M",9,"8JA1MZE"
121,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:47:50","2016-02-27 10:49:12",3,6,2,5,4,1,5,3,NA,5,1,1,19.51,62,"M",4,"Z9QFC7R"
122,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:52:08","2016-02-27 10:56:20",2,6,1,5,6,4,6,4,NA,11,3,1,36.35,16,"W",8,"1MHBZLP"
123,"27/02/2016","2016-02-27","9:45:00","2016-02-27 10:54:46","2016-02-27 10:58:32",2,5,1,5,5,4,5,5,3,11,3,2,24.61,28,"M",8,"EVYTA0Y"
124,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:04:47","2016-02-27 11:06:38",2,4,1,5,5,4,7,4,NA,8,1,2,23.85,32,"M",8,"L5HBYDL"
125,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:07:55","2016-02-27 11:10:40",2,6,1,5,5,4,5,6,5,11,1,2,28.6,28,"W",4,"1WYSHFQ"
126,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:13:44","2016-02-27 11:16:42",3,5,1,5,7,4,7,2,NA,6,1,1,34.88,141,"W",11,"V4Y6VCO"
127,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:13:26","2016-02-27 11:17:10",3,3,1,5,1,4,2,7,5,11,2,2,39.2,150,"M",13,"A56W1BS"
128,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:16:56","2016-02-27 11:19:31",3,7,2,6,5,3,5,4,NA,7,2,4,25.75,36,"W",8,"06S11VE"
129,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:30:55","2016-02-27 11:33:32",3,6,1,6,7,4,7,4,NA,8,1,1,29.76,307,"M",11,"IDYTNOY"
130,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:49:51","2016-02-27 11:53:40",3,7,1,5,5,4,6,5,3,11,3,3,21.9,118,"M",6,"87J50HU"
131,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:50:12","2016-02-27 11:54:06",2,7,1,5,5,4,7,5,5,12,2,3,39.91,10,"W",6,"6A1D7IE"
132,"27/02/2016","2016-02-27","9:45:00","2016-02-27 11:54:20","2016-02-27 11:56:18",3,5,1,5,5,4,6,4,NA,9,3,4,22.41,112,"M",5,"3LKSEZ9"
133,"27/02/2016","2016-02-27","9:45:00","2016-02-27 12:02:34","2016-02-27 12:07:15",2,5,1,5,5,4,4,4,NA,8,2,2,32.98,136,"W",9,"572PXPF"
134,"27/02/2016","2016-02-27","9:45:00","2016-02-27 12:36:33","2016-02-27 12:39:23",3,6,1,6,6,4,7,6,3,8,2,4,24.36,26,"W",4,"26VBN17"
135,"27/02/2016","2016-02-27","9:45:00","2016-02-27 12:41:22","2016-02-27 12:43:06",3,6,3,6,4,1,5,2,NA,4,2,3,29.65,39,"M",7,"9IUW87S"
136,"27/02/2016","2016-02-27","9:45:00","2016-02-27 12:48:21","2016-02-27 12:51:17",2,5,1,6,5,4,6,5,4,11,1,4,19.56,231,"M",6,"75FJWI3"
137,"27/02/2016","2016-02-27","9:45:00","2016-02-27 13:09:06","2016-02-27 13:12:57",3,5,1,4,5,4,5,5,4,9,1,2,23.81,29,"W",11,"Q30VHE4"
138,"27/02/2016","2016-02-27","9:45:00","2016-02-27 13:38:23","2016-02-27 13:40:45",1,7,1,7,7,4,7,6,5,14,2,3,32.9,56,"W",13,"VJB2GAS"
139,"27/02/2016","2016-02-27","9:45:00","2016-02-27 13:52:57","2016-02-27 13:56:40",2,5,3,6,6,3,7,6,3,11,2,4,29.66,107,"M",11,"LSOEMAJ"
140,"27/02/2016","2016-02-27","9:45:00","2016-02-27 14:13:37","2016-02-27 14:17:37",2,5,1,5,6,4,7,6,2,12,2,3,22.16,30,"W",1,"UA1MPH0"
141,"27/02/2016","2016-02-27","9:45:00","2016-02-27 17:04:32","2016-02-27 17:07:17",3,4,3,6,4,1,5,3,NA,6,2,3,25.9,38,"M",8,"4GAMTFR"
142,"27/02/2016","2016-02-27","9:45:00","2016-02-27 18:24:29","2016-02-27 18:26:53",3,4,3,3,5,3,4,3,NA,7,3,3,32.78,80,"W",4,"7ZVHCOK"
143,"27/02/2016","2016-02-27","9:45:00","2016-02-27 18:35:35","2016-02-27 18:37:25",3,7,3,7,5,4,7,4,NA,8,2,3,28.25,62,"W",4,"8FQ70LO"
144,"27/02/2016","2016-02-27","9:45:00","2016-02-28 08:59:16","2016-02-28 09:02:21",2,6,1,6,6,4,7,3,NA,9,1,1,29.53,71,"M",9,"MP52ML7"
145,"27/02/2016","2016-02-27","9:45:00","2016-02-28 12:42:45","2016-02-28 12:45:13",3,7,1,7,7,4,6,7,6,14,2,4,25.01,48,"W",7,"D912EIZ"
146,"27/02/2016","2016-02-27","9:45:00","2016-02-28 15:04:53","2016-02-28 15:10:58",2,7,4,7,5,4,5,5,5,8,2,4,21.08,25,"M",5,"TQARC9O"
147,"27/02/2016","2016-02-27","9:45:00","2016-02-28 18:23:26","2016-02-28 18:30:13",3,4,2,3,5,1,5,1,NA,3,2,4,24.03,37,"M",7,"DTSZXK6"
